2026-05-08 15:53:36 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001DED97ED120>
2026-05-08 15:53:40 | INFO    | api.data             | 上传文件: large_sample.csv (session=default)
2026-05-08 15:53:40 | INFO    | api.data             | 文件已保存: F:\项目\数据分析智能体\backend\uploads\default_large_sample.csv (0.6MB)
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001DE847F1C60>
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x000001DE847F1C60> completed
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE846814E0>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE846814E0>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE846814E0>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE846814E0>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE846814E0>, 'INSERT INTO sessions (id, filename, rows, columns, column_names, created_at, updated_at)\n               VALUES (?, ?, ?, ?, ?, ?, ?)\n               ON CONFLICT(id) DO UPDATE SET\n               filename=excluded.filename, rows=excluded.rows, columns=excluded.columns,\n               column_names=excluded.column_names, updated_at=excluded.updated_at', ('default', 'large_sample.csv', 10000, 8, '["日期", "产品", "销售额", "销量", "成本", "利润", "部门", "地区"]', '2026-05-08T15:53:40.433886', '2026-05-08T15:53:40.433886'))
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE846814E0>, 'INSERT INTO sessions (id, filename, rows, columns, column_names, created_at, updated_at)\n               VALUES (?, ?, ?, ?, ?, ?, ?)\n               ON CONFLICT(id) DO UPDATE SET\n               filename=excluded.filename, rows=excluded.rows, columns=excluded.columns,\n               column_names=excluded.column_names, updated_at=excluded.updated_at', ('default', 'large_sample.csv', 10000, 8, '["日期", "产品", "销售额", "销量", "成本", "利润", "部门", "地区"]', '2026-05-08T15:53:40.433886', '2026-05-08T15:53:40.433886')) completed
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001DE846814E0>)
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001DE846814E0>) completed
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE846814E0>)
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE846814E0>) completed
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x000001DE847F2160>
2026-05-08 15:53:40 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x000001DE847F2160> completed
2026-05-08 15:53:40 | INFO    | api.data             | 数据加载完成: 10000 行 x 8 列
2026-05-08 15:53:40 | INFO    | main                 | POST /api/data/upload -> 200 (40.6ms)
2026-05-08 15:53:40 | INFO    | main                 | GET /api/data/page -> 200 (4.0ms)
2026-05-08 15:53:40 | INFO    | main                 | GET /api/data/page -> 200 (2.7ms)
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001A6FAC79120>
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x000001A6FAC79120> completed
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001A6A584BF10>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001A6A584BF10>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001A6A584BF10>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001A6A584BF10>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method executescript of sqlite3.Connection object at 0x000001A6A584BF10>, '\n            CREATE TABLE IF NOT EXISTS sessions (\n                id TEXT PRIMARY KEY,\n                filename TEXT,\n                rows INTEGER,\n                columns INTEGER,\n                column_names TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                updated_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP\n            );\n\n            CREATE TABLE IF NOT EXISTS chat_messages (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                role TEXT NOT NULL,\n                content TEXT NOT NULL,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE TABLE IF NOT EXISTS analysis_records (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                analysis_type TEXT NOT NULL,\n                summary TEXT,\n                metrics TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE INDEX IF NOT EXISTS idx_chat_session ON chat_messages(session_id);\n            CREATE INDEX IF NOT EXISTS idx_analysis_session ON analysis_records(session_id);\n        ')
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method executescript of sqlite3.Connection object at 0x000001A6A584BF10>, '\n            CREATE TABLE IF NOT EXISTS sessions (\n                id TEXT PRIMARY KEY,\n                filename TEXT,\n                rows INTEGER,\n                columns INTEGER,\n                column_names TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                updated_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP\n            );\n\n            CREATE TABLE IF NOT EXISTS chat_messages (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                role TEXT NOT NULL,\n                content TEXT NOT NULL,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE TABLE IF NOT EXISTS analysis_records (\n                id INTEGER PRIMARY KEY AUTOINCREMENT,\n                session_id TEXT NOT NULL,\n                analysis_type TEXT NOT NULL,\n                summary TEXT,\n                metrics TEXT,\n                created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP,\n                FOREIGN KEY (session_id) REFERENCES sessions(id) ON DELETE CASCADE\n            );\n\n            CREATE INDEX IF NOT EXISTS idx_chat_session ON chat_messages(session_id);\n            CREATE INDEX IF NOT EXISTS idx_analysis_session ON analysis_records(session_id);\n        ') completed
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001A6A584BF10>)
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001A6A584BF10>) completed
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x000001A6A584BF10>)
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x000001A6A584BF10>) completed
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x000001A6FAC78F40>
2026-05-08 15:54:56 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x000001A6FAC78F40> completed
2026-05-08 15:54:56 | INFO    | main                 | 数据库初始化完成
2026-05-08 15:54:56 | INFO    | main                 | LLM Provider: openai
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001DE847F02C0>
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x000001DE847F02C0> completed
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84683A60>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84683A60>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84683A60>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84683A60>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84683A60>, 'SELECT id, filename, rows, columns, column_names, created_at, updated_at FROM sessions ORDER BY updated_at DESC LIMIT ?', (50,))
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84683A60>, 'SELECT id, filename, rows, columns, column_names, created_at, updated_at FROM sessions ORDER BY updated_at DESC LIMIT ?', (50,)) completed
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x000001DE847F5CC0>)
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x000001DE847F5CC0>) completed
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE84683A60>)
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE84683A60>) completed
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x000001DE847F0CC0>
2026-05-08 15:55:04 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x000001DE847F0CC0> completed
2026-05-08 15:55:04 | INFO    | main                 | GET /api/history/sessions -> 200 (14.4ms)
2026-05-08 15:55:04 | INFO    | main                 | GET /api/config -> 200 (0.0ms)
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_part_begin with no data
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_header_field with data[42:61]
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_header_value with data[63:107]
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_header_end with no data
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_header_field with data[109:121]
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_header_value with data[123:188]
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_header_end with no data
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_headers_finished with no data
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_part_data with data[192:10932]
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_part_end with no data
2026-05-08 15:55:39 | DEBUG   | python_multipart.multipart | Calling on_end with no data
2026-05-08 15:55:39 | INFO    | api.data             | 上传文件: data.xlsx (session=default)
2026-05-08 15:55:39 | INFO    | api.data             | 文件已保存: F:\项目\数据分析智能体\backend\uploads\default_data.xlsx (0.0MB)
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001DE847F0F40>
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x000001DE847F0F40> completed
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA3E0>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA3E0>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA3E0>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA3E0>, 'PRAGMA foreign_keys=ON', []) completed
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA3E0>, 'INSERT INTO sessions (id, filename, rows, columns, column_names, created_at, updated_at)\n               VALUES (?, ?, ?, ?, ?, ?, ?)\n               ON CONFLICT(id) DO UPDATE SET\n               filename=excluded.filename, rows=excluded.rows, columns=excluded.columns,\n               column_names=excluded.column_names, updated_at=excluded.updated_at', ('default', 'data.xlsx', 5, 23, '["Year", "Gross national income (100 million yuan)", "Gross Domestic Product (100 million yuan)", "Gross national income per capita (RMB)", "GDP per capita (RMB)", "Household Consumption Level (RMB)", "Disposable Income of Residents (RMB)", "Number of Marriage Registrations (10,000 couples)", "Number of elderly people (over 65 years old) (10 000 people)", "Urbanization rate", "Cat consumer market size (100 million yuan)", "Dog Consumption Market Size (100 million yuan)", "Pet economy industry scale (100 million yuan)", "Market size of pet industry (100 million yuan)", "Pet household penetration", "Number of pet households (10 000 households)", "Output of pet feed (10,000 tons)", "Number of newly established companies about \\"pets\\" (10,000 units)", "Number of pet cats in China", "The number of pet dogs in China", "Total number of pets worldwide", "China\'s total pet food value (100 million yuan)", "China\'s Pet Food Exports (100 million yuan)"]', '2026-05-08T15:55:41.456969', '2026-05-08T15:55:41.456969'))
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDA3E0>, 'INSERT INTO sessions (id, filename, rows, columns, column_names, created_at, updated_at)\n               VALUES (?, ?, ?, ?, ?, ?, ?)\n               ON CONFLICT(id) DO UPDATE SET\n               filename=excluded.filename, rows=excluded.rows, columns=excluded.columns,\n               column_names=excluded.column_names, updated_at=excluded.updated_at', ('default', 'data.xlsx', 5, 23, '["Year", "Gross national income (100 million yuan)", "Gross Domestic Product (100 million yuan)", "Gross national income per capita (RMB)", "GDP per capita (RMB)", "Household Consumption Level (RMB)", "Disposable Income of Residents (RMB)", "Number of Marriage Registrations (10,000 couples)", "Number of elderly people (over 65 years old) (10 000 people)", "Urbanization rate", "Cat consumer market size (100 million yuan)", "Dog Consumption Market Size (100 million yuan)", "Pet economy industry scale (100 million yuan)", "Market size of pet industry (100 million yuan)", "Pet household penetration", "Number of pet households (10 000 households)", "Output of pet feed (10,000 tons)", "Number of newly established companies about \\"pets\\" (10,000 units)", "Number of pet cats in China", "The number of pet dogs in China", "Total number of pets worldwide", "China\'s total pet food value (100 million yuan)", "China\'s Pet Food Exports (100 million yuan)"]', '2026-05-08T15:55:41.456969', '2026-05-08T15:55:41.456969')) completed
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001DE84BDA3E0>)
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x000001DE84BDA3E0>) completed
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE84BDA3E0>)
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x000001DE84BDA3E0>) completed
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | executing <function Connection.stop.<locals>.close_and_stop at 0x000001DE847F19E0>
2026-05-08 15:55:41 | DEBUG   | aiosqlite            | operation <function Connection.stop.<locals>.close_and_stop at 0x000001DE847F19E0> completed
2026-05-08 15:55:41 | INFO    | api.data             | 数据加载完成: 5 行 x 23 列
2026-05-08 15:55:41 | INFO    | main                 | POST /api/data/upload -> 200 (2212.0ms)
2026-05-08 15:55:41 | INFO    | main                 | GET /api/data/page -> 200 (3.8ms)
2026-05-08 15:55:43 | INFO    | main                 | GET /api/visualization/auto -> 200 (2384.8ms)
2026-05-08 15:56:26 | INFO    | api.analysis         | 执行分析: basic_stats (session=default)
2026-05-08 15:56:26 | DEBUG   | aiosqlite            | executing <function connect.<locals>.connector at 0x000001DE84BA6020>
2026-05-08 15:56:26 | DEBUG   | aiosqlite            | operation <function connect.<locals>.connector at 0x000001DE84BA6020> completed
2026-05-08 15:56:26 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDAE30>, 'PRAGMA journal_mode=WAL', [])
2026-05-08 15:56:26 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDAE30>, 'PRAGMA journal_mode=WAL', []) completed
2026-05-08 15:56:26 | DEBUG   | aiosqlite            | executing functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDAE30>, 'PRAGMA foreign_keys=ON', [])
2026-05-08 15:56:26 | DEBUG   | aiosqlite            | operation functools.partial(<built-in method execute of sqlite3.Connection object at 0x000001DE84BDAE30>, 'PRAGMA foreign_keys=ON', []) completed
